name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,temp_planet_date,temp_planet_mass,planet_radius,orbital_radius,orbital_period,eccentricity,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
HD 97048 b,603,2.5 Jupiters,8.447,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7503/hd-97048-b/,Gas Giant,2019,2.5 Jupiters,1.18 x Jupiter,130.0 AU,957.3 years,0.0,HD 97048,b,hd 97048 b,Disk Kinematics,0,1,,,,,130.000000,,,0,,,,,40.000,,,0,2.50000,0.50000,-0.50000,0,Mass,,,,,,,,,0,0,0,1,11h08m03.32s,167.013824,-77d39m17.5s,-77.654854,185.00,,,0,184.83,1.33,-1.33,0,8.447,0.014,0,V (Johnson),8.339,,0,10000.00,,,0,2.40,,,0,2.25,,,0,2019-10-24,Atacama Large Millimeter Array (ALMA)
HD 97658 b,70,9.5349 Earths,7.71,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6707/hd-97658-b/,Super Earth,2010,9.5349 Earths,0.21 x Jupiter,0.0796 AU,9.5 days,0.06,HD 97658,b,hd 97658 b,Radial Velocity,0,1,9.49090000,0.00160000,-0.00160000,0,,,,,0.060000,0.050000,-0.050000,0,89.450,0.400,-0.400,0,0.03000,0.00000,0.00000,0,Mass,0.210,0.010,-0.010,0,,,,,0,0,0,1,11h14m33.16s,168.638184,+25d42m37.4s,25.710384,21.58,0.03,-0.03,0,21.58,0.03,-0.03,0,7.710,0.010,0,V (Johnson),7.514,,0,5175.00,25.00,-25.00,0,0.89,0.15,-0.15,0,0.74,0.01,-0.01,0,2018-04-26,W. M. Keck Observatory
HD 98219 b,372,1.964 Jupiters,8.05,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6708/hd-98219-b/,Gas Giant,2011,1.964 Jupiters,1.2 x Jupiter,1.26 AU,433.8 days,0.08,HD 98219,b,hd 98219 b,Radial Velocity,0,1,433.80000000,2.00000000,-2.00000000,0,1.260000,0.120000,-0.120000,0,0.079000,0.040000,-0.040000,0,,,,,1.96400,0.09900,-0.09900,0,Msini,,,,,,,,,0,0,0,0,11h17m47.55s,169.448135,-23d58m31.5s,-23.975414,114.07,0.58,-0.58,0,114.07,0.58,-0.58,0,8.050,,0,V (Johnson),7.791,,0,4925.00,,,0,1.41,,,0,4.60,,,0,2018-12-06,W. M. Keck Observatory
HD 98649 b,138,6.79 Jupiters,8,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6709/hd-98649-b/,Gas Giant,2012,6.79 Jupiters,1.13 x Jupiter,6.57 AU,16.5 years,0.86,HD 98649,b,hd 98649 b,Radial Velocity,0,1,6022.97250000,412.73250000,-255.67500000,0,6.570000,0.310000,-0.230000,0,0.860000,0.040000,-0.020000,0,,,,,6.79000,0.53000,-0.31000,0,Msini,,,,,,,,,0,0,0,0,11h20m51.77s,170.215698,-23d13m02.4s,-23.217342,42.22,0.09,-0.09,0,42.22,0.09,-0.09,0,8.000,,0,V (Johnson),7.829,,0,5790.00,58.00,-58.00,0,1.03,0.06,-0.06,0,1.01,0.02,-0.02,0,2019-04-11,La Silla Observatory
HD 98736 b,106,2.33 Jupiters,7.93,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7263/hd-98736-b/,Gas Giant,2018,2.33 Jupiters,1.19 x Jupiter,1.864 AU,2.7 years,0.23,HD 98736,b,hd 98736 b,Radial Velocity,0,1,968.80000000,2.20000000,-2.20000000,0,1.864000,0.091000,-0.091000,0,0.226000,0.064000,-0.064000,0,,,,,2.33000,0.78000,-0.78000,0,Msini,,,,,,,,,0,0,0,0,11h21m49.34s,170.455597,+18d11m24.0s,18.190001,32.48,0.06,-0.06,0,32.48,0.06,-0.06,0,7.930,,0,V (Johnson),7.754,,0,5271.00,,,0,0.92,0.13,-0.13,0,0.93,0.04,-0.04,0,2018-09-27,W. M. Keck Observatory
HD 99109 b,179,0.44 Jupiters,9.1,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6710/hd-99109-b/,Gas Giant,2005,0.44 Jupiters,1.28 x Jupiter,1.11 AU,439.3 days,0.09,HD 99109,b,hd 99109 b,Radial Velocity,0,1,439.29999000,5.60000000,-5.60000000,0,1.110000,0.020000,-0.020000,0,0.090000,0.120000,-0.120000,0,,,,,0.44000,0.08000,-0.08000,0,Msini,,,,,,,,,0,0,0,0,11h24m17.36s,171.072327,-01d31m44.7s,-1.529076,54.88,0.17,-0.17,0,54.88,0.17,-0.17,0,9.100,,0,V (Johnson),8.868,,0,5282.00,32.00,-32.00,0,0.76,0.10,-0.10,0,0.98,0.02,-0.02,0,2018-09-06,W. M. Keck Observatory
HD 99492 b,59,22.2481 Earths,7.58,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6711/hd-99492-b/,Neptune-like,2004,22.2481 Earths,0.448 x Jupiter,0.12 AU,17 days,0.25,HD 99492,b,hd 99492 b,Radial Velocity,0,1,17.04310000,0.00470000,-0.00470000,0,0.120000,0.000000,0.000000,0,0.250000,0.090000,-0.090000,0,,,,,0.07000,0.05000,-0.05000,0,Msini,,,,,,,,,0,0,0,0,11h26m46.28s,171.692825,+03d00m22.8s,3.006328,18.21,0.06,-0.06,0,18.21,0.06,-0.06,0,7.580,,0,V (Johnson),7.260,,0,4815.00,185.00,-185.00,0,0.48,0.51,-0.51,0,0.83,0.07,-0.07,0,2018-09-06,W. M. Keck Observatory
HD 99706 b,480,1.23 Jupiters,7.65,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6712/hd-99706-b/,Gas Giant,2011,1.23 Jupiters,1.22 x Jupiter,1.98 AU,2.3 years,0.25,HD 99706,b,hd 99706 b,Radial Velocity,0,2,841.00000000,32.00000000,-32.00000000,0,1.980000,0.140000,-0.140000,0,0.250000,0.160000,-0.160000,0,,,,,1.23000,0.19000,-0.19000,0,Msini,,,,,,,,,0,0,0,0,11h28m30.21s,172.125885,+43d57m59.7s,43.966579,147.21,1.12,-1.12,0,147.21,1.12,-1.12,0,7.650,,0,V (Johnson),7.377,,0,4862.00,,,0,1.46,,,0,5.52,,,0,2018-12-06,W. M. Keck Observatory
HD 99706 c,480,5.69 Jupiters,7.65,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7294/hd-99706-c/,Gas Giant,2018,5.69 Jupiters,1.14 x Jupiter,Unknown,3.5 years,0.41,HD 99706,c,hd 99706 c,Radial Velocity,0,2,1278.00000000,151.00000000,-198.00000000,0,,,,,0.411000,0.231000,-0.178000,0,,,,,5.69000,1.43000,-0.96000,0,Msini,,,,,,,,,0,0,0,0,11h28m30.21s,172.125885,+43d57m59.7s,43.966579,147.21,1.12,-1.12,0,147.21,1.12,-1.12,0,7.650,,0,V (Johnson),7.377,,0,4862.00,,,0,1.46,,,0,5.52,,,0,2018-11-29,W. M. Keck Observatory
HIP 105854 b,257,8.2 Jupiters,5.64,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6911/hip-105854-b/,Gas Giant,2014,8.2 Jupiters,1.12 x Jupiter,0.81 AU,184.2 days,0.02,HIP 105854,b,hip 105854 b,Radial Velocity,0,1,184.20000000,0.50000000,-0.50000000,0,0.810000,0.030000,-0.030000,0,0.020000,0.030000,-0.030000,0,,,,,8.20000,0.20000,-0.20000,0,Msini,,,,,,,,,0,0,0,0,21h26m22.87s,321.595306,-37d49m45.9s,-37.829430,78.80,0.74,-0.74,0,78.80,0.74,-0.74,0,5.640,,0,V (Johnson),5.256,,0,4780.00,100.00,-100.00,0,2.10,0.10,-0.10,0,,,,,2014-06-11,Multiple Observatories
HIP 107772 b,77,12.9 Earths,10.54,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7677/hip-107772-b/,Neptune-like,2020,12.9 Earths,0.325 x Jupiter,0.243 AU,55.2 days,0.18,HIP 107772,b,hip 107772 b,Radial Velocity,0,1,55.19900000,0.08300000,-0.08300000,0,0.243000,0.011000,-0.011000,0,0.180000,0.110000,-0.110000,0,,,,0,0.04059,0.00944,-0.00944,0,Msini,,,,0,,,,0,0,0,0,0,21h49m59.79s,327.499115,-41d14m42.1s,-41.245037,23.66,0.02,-0.02,0,23.66,0.02,-0.02,0,10.540,0.010,0,V (Johnson),9.932,,0,,,,0,0.63,0.08,-0.08,0,,,,0,2020-09-03,Multiple Observatories
HIP 107773 b,338,1.98 Jupiters,5.62,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7124/hip-107773-b/,Gas Giant,2015,1.98 Jupiters,1.19 x Jupiter,0.72 AU,144.3 days,0.09,HIP 107773,b,hip 107773 b,Radial Velocity,0,1,144.30000000,0.50000000,-0.50000000,0,0.720000,0.030000,-0.030000,0,0.090000,0.060000,-0.060000,0,,,,,1.98000,0.21000,-0.21000,0,Msini,,,,,,,,,0,0,0,0,21h50m00.12s,327.500519,-64d42m45.1s,-64.712540,103.63,4.48,-4.12,0,105.49,0.81,-0.81,0,5.620,,0,V (Johnson),5.333,,0,4945.00,100.00,-100.00,0,2.42,0.27,-0.27,0,11.60,1.40,-1.40,0,2015-06-04,Multiple Observatories
HIP 109384 b,183,1.56 Jupiters,9.63,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7113/hip-109384-b/,Gas Giant,2016,1.56 Jupiters,1.21 x Jupiter,1.134 AU,499.5 days,0.55,HIP 109384,b,hip 109384 b,Radial Velocity,0,1,499.48000000,0.32000000,-0.32000000,0,1.134000,0.029000,-0.029000,0,0.549000,0.003000,-0.003000,0,,,,,1.56000,0.08000,-0.08000,0,Msini,,,,,,,,,0,0,0,0,22h09m37.40s,332.405823,+71d18m51.6s,71.314331,56.20,2.70,-2.70,0,59.06,0.12,-0.12,0,9.630,0.020,0,V (Johnson),9.388,,0,5180.00,45.00,-45.00,0,0.78,0.06,-0.06,0,,,,,2016-02-25,Haute-Provence Observatory
HIP 109600 b,191,2.68 Jupiters,9.16,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7111/hip-109600-b/,Gas Giant,2016,2.68 Jupiters,1.18 x Jupiter,0.706 AU,232.1 days,0.16,HIP 109600,b,hip 109600 b,Radial Velocity,0,1,232.08000000,0.15000000,-0.15000000,0,0.706000,0.016000,-0.016000,0,0.163000,0.006000,-0.006000,0,,,,,2.68000,0.12000,-0.12000,0,Msini,,,,,,,,,0,0,0,0,22h12m06.25s,333.026062,+29d03m56.9s,29.065811,58.60,3.20,-3.20,0,66.46,0.19,-0.19,0,9.160,0.020,0,V (Johnson),9.004,,0,5530.00,35.00,-35.00,0,0.87,0.06,-0.06,0,,,,,2016-02-25,Haute-Provence Observatory
HIP 116454 b,204,12.7132 Earths,10.19,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6912/hip-116454-b/,Super Earth,2014,12.7132 Earths,0.22 x Jupiter,0.0906 AU,9.1 days,0.2,HIP 116454,b,hip 116454 b,Transit,0,1,9.12050000,0.00050000,-0.00050000,0,,,,,0.200000,0.070000,-0.070000,0,88.430,0.400,-0.400,0,0.04000,0.01000,-0.01000,0,Mass,0.220,0.010,-0.010,0,,,,,0,0,1,0,23h35m49.28s,353.955353,+00d26m43.9s,0.445516,62.56,0.18,-0.18,0,62.56,0.18,-0.18,0,10.190,0.009,0,V (Johnson),9.932,,0,5089.00,50.00,-50.00,0,0.81,0.11,-0.11,0,0.72,0.02,-0.02,0,2018-04-26,K2
HIP 12961 b,76,0.36 Jupiters,10.24,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6857/hip-12961-b/,Gas Giant,2010,0.36 Jupiters,1.18 x Jupiter,0.25 AU,57.4 days,0.17,HIP 12961,b,hip 12961 b,Radial Velocity,0,1,57.43500000,0.04200000,-0.04200000,0,0.250000,0.010000,-0.010000,0,0.170000,0.030000,-0.030000,0,,,,,0.36000,0.07000,-0.07000,0,Msini,,,,,,,,,0,0,0,0,02h46m42.89s,41.678692,-23d05m11.8s,-23.086611,23.39,0.02,-0.02,0,23.39,0.02,-0.02,0,10.240,0.010,0,V (Johnson),9.599,,0,3901.00,175.00,-175.00,0,0.69,0.19,-0.19,0,0.65,0.06,-0.06,0,2018-09-06,La Silla Observatory
HIP 14810 b,165,3.9 Jupiters,8.52,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6858/hip-14810-b/,Gas Giant,2005,3.9 Jupiters,1.16 x Jupiter,0.0696 AU,6.7 days,0.14,HIP 14810,b,hip 14810 b,Radial Velocity,0,3,6.67389200,0.00000800,-0.00000800,0,0.069600,0.004400,-0.004400,0,0.143990,0.000870,-0.000870,0,,,,,3.90000,0.49000,-0.49000,0,Msini,,,,,,,,,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,0.11,-0.11,0,50.55,0.11,-0.11,0,8.520,,0,V (Johnson),8.333,,0,5544.00,,,0,1.01,0.19,-0.19,0,1.07,0.08,-0.08,0,2018-09-27,W. M. Keck Observatory
HIP 14810 c,165,1.31 Jupiters,8.52,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6859/hip-14810-c/,Gas Giant,2006,1.31 Jupiters,1.22 x Jupiter,0.549 AU,147.7 days,0.16,HIP 14810,c,hip 14810 c,Radial Velocity,0,3,147.74700000,0.02900000,-0.02900000,0,0.549000,0.034000,-0.034000,0,0.156600,0.009900,-0.009900,0,,,,,1.31000,0.18000,-0.18000,0,Msini,,,,,,,,,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,0.11,-0.11,0,50.55,0.11,-0.11,0,8.520,,0,V (Johnson),8.333,,0,5544.00,,,0,1.01,0.19,-0.19,0,1.07,0.08,-0.08,0,2018-09-27,W. M. Keck Observatory
HIP 14810 d,165,0.59 Jupiters,8.52,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6860/hip-14810-d/,Gas Giant,2009,0.59 Jupiters,1.26 x Jupiter,1.94 AU,2.7 years,0.19,HIP 14810,d,hip 14810 d,Radial Velocity,0,3,981.80000000,6.90000000,-6.90000000,0,1.940000,0.130000,-0.130000,0,0.185000,0.035000,-0.035000,0,,,,,0.59000,0.10000,-0.10000,0,Msini,,,,,,,,,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,0.11,-0.11,0,50.55,0.11,-0.11,0,8.520,,0,V (Johnson),8.333,,0,5544.00,,,0,1.01,0.19,-0.19,0,1.07,0.08,-0.08,0,2018-09-27,W. M. Keck Observatory
HIP 35173 b,108,12.7 Earths,9.01,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7374/hip-35173-b/,Neptune-like,2019,12.7 Earths,0.322 x Jupiter,0.217 AU,41.5 days,0.16,HIP 35173,b,hip 35173 b,Radial Velocity,0,1,41.51600000,0.07700000,-0.07700000,0,0.217000,0.004000,-0.004000,0,0.160000,0.110000,-0.110000,0,,,,,0.03996,0.00850,-0.00850,0,Msini,,,,,,,,,0,0,0,0,07h16m10.68s,109.044479,-03d39m57.3s,-3.665910,33.19,,,0,33.19,0.06,-0.06,0,9.010,0.020,0,V (Johnson),,,,4881.00,55.00,-81.00,0,0.79,0.05,-0.05,0,,,,,2019-05-23,Las Campanas Observatory
HIP 38594 b,58,8.1 Earths,9.77,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7678/hip-38594-b/,Neptune-like,2020,8.1 Earths,0.247 x Jupiter,0.256 AU,60.7 days,0.17,HIP 38594,b,hip 38594 b,Radial Velocity,0,2,60.72200000,0.12200000,-0.12200000,0,0.256000,0.003000,-0.003000,0,0.170000,0.110000,-0.110000,0,,,,0,0.02549,0.00535,-0.00535,0,Msini,,,,0,,,,0,0,0,0,0,07h54m10.88s,118.545349,-25d18m11.4s,-25.303175,17.80,0.01,-0.01,0,17.80,0.01,-0.01,0,9.770,0.020,0,V (Johnson),9.085,,0,,,,0,0.61,0.02,-0.02,0,,,,0,2020-09-03,Multiple Observatories
HIP 38594 c,58,0.15228 Jupiters,9.77,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7679/hip-38594-c/,Gas Giant,2020,0.15228 Jupiters,0.708 x Jupiter,3.805 AU,9.5 years,0.16,HIP 38594,c,hip 38594 c,Radial Velocity,0,2,3477.76800000,229.00100000,-229.00100000,0,3.805000,0.172000,-0.172000,0,0.160000,0.100000,-0.100000,0,,,,0,0.15228,0.02328,-0.02328,0,Msini,,,,0,,,,0,0,0,0,0,07h54m10.88s,118.545349,-25d18m11.4s,-25.303175,17.80,0.01,-0.01,0,17.80,0.01,-0.01,0,9.770,0.020,0,V (Johnson),9.085,,0,,,,0,0.61,0.02,-0.02,0,,,,0,2020-09-03,Multiple Observatories
HIP 41378 b,348,8.75 Earths,8.93,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7161/hip-41378-b/,Neptune-like,2016,8.75 Earths,0.259 x Jupiter,Unknown,15.6 days,0.0,HIP 41378,b,hip 41378 b,Transit,0,5,15.57209800,0.00001800,-0.00001900,0,,,,,,,,,88.800,0.800,-1.400,0,,,,,,,,,,,,,,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.930,,0,V (Johnson),8.810,,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,K2
HIP 41378 c,348,7.08 Earths,8.93,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7162/hip-41378-c/,Neptune-like,2016,7.08 Earths,0.228 x Jupiter,Unknown,31.7 days,0.0,HIP 41378,c,hip 41378 c,Transit,0,5,31.70648000,0.00024000,-0.00019000,0,,,,,,,,,87.500,2.200,-1.400,0,,,,,,,,,,,,,,1,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.930,,0,V (Johnson),8.810,,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,K2
HIP 41378 d,348,14.9 Earths,8.93,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7163/hip-41378-d/,Neptune-like,2016,14.9 Earths,0.353 x Jupiter,Unknown,3.1 years,0.0,HIP 41378,d,hip 41378 d,Transit,0,5,1114.00000000,,,1,,,,,,,,,89.930,0.025,-0.018,0,,,,,,,,,,,,,,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.930,,0,V (Johnson),8.810,,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,K2
HIP 41378 e,348,26 Earths,8.93,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7172/hip-41378-e/,Neptune-like,2016,26 Earths,0.492 x Jupiter,Unknown,131 days,0.0,HIP 41378,e,hip 41378 e,Transit,0,5,,,,,,,,,,,,,89.910,0.220,-0.045,0,,,,,,,,,,,,,,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.930,,0,V (Johnson),8.810,,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,K2
HIP 41378 f,348,0.233 Jupiters,8.93,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7173/hip-41378-f/,Gas Giant,2016,0.233 Jupiters,0.91 x Jupiter,Unknown,3 years,0.0,HIP 41378,f,hip 41378 f,Transit,0,5,1084.00000000,,,1,,,,,,,,,89.980,0.009,-0.006,0,,,,,,,,,,,,,,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,0.67,-0.67,0,106.61,0.67,-0.67,0,8.930,,0,V (Johnson),8.810,,0,6226.00,43.00,-43.00,0,1.17,0.07,-0.07,0,1.34,0.03,-0.03,0,2019-06-13,K2
HIP 4845 b,69,14.4 Earths,9.99,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7680/hip-4845-b/,Neptune-like,2020,14.4 Earths,0.347 x Jupiter,0.176 AU,34.2 days,0.25,HIP 4845,b,hip 4845 b,Radial Velocity,0,1,34.15000000,0.04600000,-0.04600000,0,0.176000,0.007000,-0.007000,0,0.250000,0.140000,-0.140000,0,,,,0,0.04531,0.00944,-0.00944,0,Msini,,,,0,,,,0,0,0,0,0,01h02m21.13s,15.588049,-10d25m25.9s,-10.423863,21.11,0.02,-0.02,0,21.11,0.02,-0.02,0,9.990,0.010,0,V (Johnson),9.378,,0,,,,0,0.62,0.04,-0.04,0,,,,0,2020-09-03,Multiple Observatories
HIP 48714 b,34,22.9 Earths,8.97,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7681/hip-48714-b/,Neptune-like,2020,22.9 Earths,0.456 x Jupiter,0.112 AU,17.8 days,0.5,HIP 48714,b,hip 48714 b,Radial Velocity,0,1,17.81800000,0.00200000,-0.00200000,0,0.112000,0.001000,-0.001000,0,0.500000,0.080000,-0.080000,0,,,,0,0.07205,0.00881,-0.00881,0,Msini,,,,0,,,,0,0,0,0,0,09h56m08.67s,149.036133,+62d47m18.5s,62.788464,10.53,0.00,0.00,0,10.53,0.00,0.00,0,8.970,0.020,0,V (Johnson),8.229,,0,,,,0,0.58,0.02,-0.02,0,,,,0,2020-09-03,Multiple Observatories
HIP 5158 b,169,1.42 Jupiters,10.167,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6855/hip-5158-b/,Gas Giant,2009,1.42 Jupiters,1.21 x Jupiter,0.89 AU,345.7 days,0.52,HIP 5158,b,hip 5158 b,Radial Velocity,0,2,345.72000000,5.37000000,-5.37000000,0,0.890000,,,0,0.520000,0.080000,-0.080000,0,,,,,1.42000,,,0,Msini,,,,,,,,,0,0,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,51.68,0.10,-0.10,0,51.68,0.10,-0.10,0,10.167,0.035,0,V (Johnson),9.802,,0,4962.00,89.00,-89.00,0,0.78,0.02,-0.02,0,,,,,2014-05-14,La Silla Observatory
HIP 5158 c,169,15.04 Jupiters,10.167,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6856/hip-5158-c/,Gas Giant,2011,15.04 Jupiters,1.09 x Jupiter,7.7 AU,24.7 years,0.14,HIP 5158,c,hip 5158 c,Radial Velocity,0,2,9017.76000000,3180.74000000,-3180.74000000,0,7.700000,1.880000,-1.880000,0,0.140000,0.100000,-0.100000,0,,,,,15.04000,10.55000,-10.55000,0,Msini,,,,,,,,,0,0,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,51.68,0.10,-0.10,0,51.68,0.10,-0.10,0,10.167,0.035,0,V (Johnson),9.802,,0,4962.00,89.00,-89.00,0,0.78,0.02,-0.02,0,,,,,2015-09-10,La Silla Observatory
HIP 54373 b,61,8.62 Earths,10.38,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7381/hip-54373-b/,Neptune-like,2019,8.62 Earths,0.256 x Jupiter,0.063 AU,7.8 days,0.2,HIP 54373,b,hip 54373 b,Radial Velocity,0,2,7.76000000,0.00300000,-0.00300000,0,0.063000,0.001000,-0.001000,0,0.200000,0.110000,-0.110000,0,,,,,0.02712,0.00579,-0.00579,0,Msini,,,,,,,,,0,0,0,0,11h07m27.70s,166.865433,-19d17m29.4s,-19.291489,18.73,,,0,18.73,0.02,-0.02,0,10.380,0.000,0,V (Johnson),,,,4021.00,226.00,-146.00,0,0.57,0.03,-0.03,0,,,,,2019-05-23,Las Campanas Observatory
HIP 54373 c,61,12.44 Earths,10.38,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7382/hip-54373-c/,Neptune-like,2019,12.44 Earths,0.318 x Jupiter,0.099 AU,15.1 days,0.2,HIP 54373,c,hip 54373 c,Radial Velocity,0,2,15.14400000,0.00800000,-0.00800000,0,0.099000,0.002000,-0.002000,0,0.200000,0.120000,-0.120000,0,,,,,0.03914,0.00664,-0.00664,0,Msini,,,,,,,,,0,0,0,0,11h07m27.70s,166.865433,-19d17m29.4s,-19.291489,18.73,,,0,18.73,0.02,-0.02,0,10.380,0.000,0,V (Johnson),,,,4021.00,226.00,-146.00,0,0.57,0.03,-0.03,0,,,,,2019-05-23,Las Campanas Observatory
HIP 57274 b,84,6.3566 Earths,8.98,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6862/hip-57274-b/,Neptune-like,2011,6.3566 Earths,0.214 x Jupiter,0.07 AU,8.1 days,0.19,HIP 57274,b,hip 57274 b,Radial Velocity,0,3,8.13520000,0.00400000,-0.00400000,0,0.070000,0.000000,0.000000,0,0.190000,0.100000,-0.100000,0,,,,,0.02000,0.01000,-0.01000,0,Msini,,,,,,,,,0,0,0,1,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,0.03,-0.03,0,25.88,0.03,-0.03,0,8.980,0.040,0,V (Johnson),8.571,,0,4510.00,136.00,-136.00,0,0.29,0.30,-0.30,0,0.78,0.05,-0.05,0,2018-09-06,W. M. Keck Observatory
HIP 57274 c,84,0.40902 Jupiters,8.98,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6863/hip-57274-c/,Gas Giant,2011,0.40902 Jupiters,1.27 x Jupiter,0.178 AU,32 days,0.05,HIP 57274,c,hip 57274 c,Radial Velocity,0,3,32.03000000,0.02000000,-0.02000000,0,0.178000,,,0,0.050000,0.020000,-0.020000,0,,,,,0.40902,0.00944,-0.00944,0,Msini,,,,,,,,,0,0,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,0.03,-0.03,0,25.88,0.03,-0.03,0,8.980,0.040,0,V (Johnson),8.571,,0,4510.00,136.00,-136.00,0,0.29,0.30,-0.30,0,0.78,0.05,-0.05,0,2015-04-24,W. M. Keck Observatory
HIP 57274 d,84,0.5267 Jupiters,8.98,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6864/hip-57274-d/,Gas Giant,2011,0.5267 Jupiters,1.27 x Jupiter,1.01 AU,431.7 days,0.27,HIP 57274,d,hip 57274 d,Radial Velocity,0,3,431.70000000,8.50000000,-8.50000000,0,1.010000,,,0,0.270000,0.050000,-0.050000,0,,,,,0.52670,0.03000,-0.03000,0,Msini,,,,,,,,,0,0,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,0.03,-0.03,0,25.88,0.03,-0.03,0,8.980,0.040,0,V (Johnson),8.571,,0,4510.00,136.00,-136.00,0,0.29,0.30,-0.30,0,0.78,0.05,-0.05,0,2015-03-26,W. M. Keck Observatory
